,map_current,map_300_mean,map_300_slope,map_300_std,map_600_min,sbp_current,dbp_current,hr_current,hr_300_slope,spo2_current,etco2_current,etco2_300_slope,rr_current,bt_sv_lz_cur,bt_sv_lz_d300,bt_svr_lz_cur,bt_svr_lz_d300,bt_co_lz_d300,bt_ppv_cur,bt_ppv_d300,bt_dpdt_cur,bt_dpdt_d300,bt_pp_cur,bis_cur,bis_d300,ppf_ce_cur,ppf_ce_d300,rftn_ce_cur,rftn_ce_d300,mac_cur,peep_cur,cvp_cur,static_age,static_asa,static_bmi,preop_hb,preop_htn
etco2_current,0.08254391771879147,0.08433991408706862,0.012286468820875321,0.012628956738314587,0.060492119189409194,0.09768545940966755,0.07674354000184244,0.09669654907053332,0.037824652704376516,-0.044256542436511996,1.0,0.18949606118704443,0.30008991660610396,-0.008123510173498029,0.08739014156610574,-0.007054782974552446,-0.06373455559770418,0.11390312616415717,-0.0696545581060725,-0.04122841564076337,0.07282819239973734,0.05492837192510815,0.07159456499789245,0.06506527674648184,0.007097009512063713,0.03992244234760978,0.029363063874530908,0.0675317773815773,0.08035744403000533,-0.09241495740150493,-0.023127267231855982,0.028417962982275752,-0.09405619847944698,-0.1201016803214293,0.07426250829522493,0.12786635389703613,-0.04895687702611392
etco2_300_slope,0.11437674794506533,0.04753212473351525,0.2384032191090579,0.0600423174115873,-0.05468512909250521,0.1185262262560686,0.0920054240826045,0.008386151449783804,0.14201433386310056,-0.002241737021401651,0.18949606118704443,1.0,-0.11887103585376338,0.01495196387301182,0.21735730884064633,0.03469168741956283,0.05468323929184156,0.3093700241737536,-0.04740844665101215,-0.15448506243515592,0.06597980483966955,0.3014883697277699,0.08231797357254537,0.0025915811849201004,0.014764669447721918,-0.03991962867974193,-0.010821980719552293,-0.0403204807070304,0.017830806138974545,0.004912581614465299,0.02318667288336578,0.029218951826319697,0.007426745163397324,0.006847122347404058,-0.009131112271752664,-0.00809462466428618,0.006377172260329953
rr_current,0.004879620117742712,0.014344506686303604,-0.018082194868960167,-0.03588438341381528,0.04595650104569434,0.02678424148604633,0.018641847757336946,0.10766225526618145,-0.009079380014438308,-0.06100859521581939,0.30008991660610396,-0.11887103585376338,1.0,-0.03647270976817213,-0.006682620408792116,-0.015429985570042352,-0.019711304937508594,-0.011110488432939712,-0.028557080382434732,-0.0003128117200456539,0.04809018031406122,-0.018741260945952454,0.026736167475609692,0.041561038250535705,-0.004131546726576698,0.05692558154559866,0.03928812768534527,0.17275426165740718,0.04148103192178709,-0.16938240137908964,-0.17610170829179495,-0.020092154938187858,-0.0698977481845867,-0.09248033920728085,0.09689723005881787,0.15027236887886827,-0.050386654670492866
bt_sv_lz_cur,-0.17433486335580758,-0.17643063830695854,0.006169177945897651,-0.026882626749799146,-0.1662607189225104,0.29154981490100457,-0.49701843641251403,-0.10855630083949853,-0.022212920205753266,0.038961468041563134,-0.008123510173498029,0.01495196387301182,-0.03647270976817213,1.0,0.16565290892381776,-0.650740996974158,-0.05065537371874888,0.11055816598826078,-0.32266489785871566,-0.06222767159991947,0.6064609197212718,0.09724166339622115,0.78208292715835,0.10288711895343355,0.01013182166803237,0.03565429521778033,0.03871577100081019,0.08323902748713875,0.0674877096658177,-0.06813432255255475,-0.05893604601038974,-0.048037102341687836,0.305825383628449,0.1756714379264604,-0.0451289012953581,-0.20849195439827709,0.176185711083669
bt_sv_lz_d300,0.01724844058877787,0.03136608330782579,-0.004005928968947758,0.033675540941752125,-0.05776035412546772,0.09370067456706652,-0.04376648449696423,-0.03255658279866616,-0.11557421418530413,0.01506816286945315,0.08739014156610574,0.21735730884064633,-0.006682620408792116,0.16565290892381776,1.0,-0.07725006606209675,-0.36005050672074546,0.6372056956783899,-0.10613822048185267,-0.2834762099475737,0.10096942894997805,0.43372916200379585,0.16851109323706917,-0.0032088897998248838,0.03103308520193443,-0.042806150726252656,-0.023122709723036202,-0.03795611524924308,0.03175478158217866,0.0047768485680851885,0.0027450017399809333,0.012733940620872491,0.0037745396446100363,-0.001612751793074167,0.0031169928050630243,0.009834489142600948,0.007049439462088067
bt_svr_lz_cur,0.4998177364791794,0.47176308335561995,0.07945899223374546,0.055769278796392235,0.40113927079245176,0.1564857762293404,0.6331269005747016,-0.44776285344695826,-0.009143241717447802,0.011455828041796602,-0.007054782974552446,0.03469168741956283,-0.015429985570042352,-0.650740996974158,-0.07725006606209675,1.0,0.13680134049018508,-0.08583850326333681,0.048794886150048365,0.03210371308549337,-0.273108042753116,0.02155704151014561,-0.2753779640393124,-0.07560877966538081,0.015306063937836314,-0.09042313066388119,-0.0253446125043989,0.03667127027527204,0.011244772038186737,-0.01182595980053687,0.03846655781772127,0.06940674978280187,-0.14831113585231873,-0.16227816877367568,0.09422228984628102,0.22364346862817258,-0.09350865070387032
bt_svr_lz_d300,0.20463520292938753,-0.03079106871732609,0.5907466200239448,0.04639685878676433,-0.09992424130206742,0.17256873794866098,0.19338854849340564,-0.00359804036744195,-0.0759824603538118,0.014606996069743798,-0.06373455559770418,0.05468323929184156,-0.019711304937508594,-0.05065537371874888,-0.36005050672074546,0.13680134049018508,1.0,-0.4305532672255468,0.03951898776865769,0.027738580568385768,0.06501927779766603,0.3310903397534426,0.060837692207084154,0.07439784167421204,0.08937145330507416,-0.06536394869357187,-0.05452732622325188,-0.05122186570232076,-0.09609371880413775,-0.04601422714097083,-0.009106596116399763,0.02266353975229475,0.014297539183365343,0.01806295321781497,-0.005610654855506801,-0.018810227746938555,-0.0038700600399795915
bt_co_lz_d300,0.08743347564559409,0.04613546593089742,0.14042964562299337,0.07928955962112326,-0.0638457663501704,0.14205355459853708,0.03642424830972342,0.07033654595398166,0.36169524496488836,0.015948745027736248,0.11390312616415717,0.3093700241737536,-0.011110488432939712,0.11055816598826078,0.6372056956783899,-0.08583850326333681,-0.4305532672255468,1.0,-0.05742841975555798,-0.18490642253702094,0.11635532871020669,0.5039980944164381,0.16214390670067563,-0.003683112547252602,0.018572380533478747,-0.02100117689955041,0.012040778137122793,-0.06662010301273333,0.012774930926685317,0.018945709887477447,0.007847955157512663,0.02683562015951431,0.0029417107128033725,-0.003380983197173712,0.00016639273268182714,0.008920605655612255,0.003548367683578537
bt_ppv_cur,-0.020356813798562978,-0.022496122765631354,0.03197375790118823,0.18996437233256838,-0.09752733982683641,-0.15378207038843988,0.12383602542611737,0.24454693994604756,0.030937561046585873,-0.0042468231890202286,-0.0696545581060725,-0.04740844665101215,-0.028557080382434732,-0.32266489785871566,-0.10613822048185267,0.048794886150048365,0.03951898776865769,-0.05742841975555798,1.0,0.36815514496575974,-0.21872251400117915,-0.05033309823575949,-0.3028632101175059,-0.021876029738120303,0.014161182783458157,-0.048306987181907485,-0.02713134714626733,-0.029160192664928454,-0.05974698494626911,0.010499588678168472,-0.028390673975613893,-0.03728644676712,0.02381793577367161,-0.017464184990751995,-0.02643900431677027,0.026980973970655235,-0.04094822872590377
bt_ppv_d300,0.005428550435850233,0.01411610116340294,-0.02195472596757966,0.012571580950145968,0.09834248755866482,-0.028185747057365873,0.023602212734953307,0.00819002963002651,0.06435142660352797,-0.007337335720759836,-0.04122841564076337,-0.15448506243515592,-0.0003128117200456539,-0.06222767159991947,-0.2834762099475737,0.03210371308549337,0.027738580568385768,-0.18490642253702094,0.36815514496575974,1.0,-0.043699263365151404,-0.21010806117416816,-0.06376812979376696,0.02116455478652175,0.024536594468425803,0.003328619709041477,-0.011264771962034584,0.013565483072734301,-0.009653073891158987,0.0007371505740955131,0.006995164329471374,-0.005263828252596574,0.0011018236991352742,-0.010725835651942099,0.0010355783832401973,0.004200755590754077,-0.003423059210931278
bt_dpdt_cur,0.32826745350052566,0.2898086487333926,0.12453655977234028,0.12450543004603935,0.1568067526400467,0.6670226138707378,0.07857877743680446,0.0841682787733082,0.037134624464415435,0.07211495246092671,0.07282819239973734,0.06597980483966955,0.04809018031406122,0.6064609197212718,0.10096942894997805,-0.273108042753116,0.06501927779766603,0.11635532871020669,-0.21872251400117915,-0.043699263365151404,1.0,0.2183135975261508,0.8254039918332121,0.07379475391513053,0.029734322630980116,0.08610143585923533,0.0525352003308694,0.316050860341737,0.15011345982661206,-0.21325021336652938,-0.14450314833361838,-0.10472465372073937,0.1023767887775325,0.09311826709589255,-0.030514947965870853,-0.09767947010269687,0.08303014971801152
bt_dpdt_d300,0.24512556450033146,0.021423261271002244,0.6015169978591031,0.10260655171851271,-0.15282173175553912,0.2908309426122546,0.1795141460567306,0.035842682417937595,0.14677503176332657,0.029732454341740832,0.05492837192510815,0.3014883697277699,-0.018741260945952454,0.09724166339622115,0.43372916200379585,0.02155704151014561,0.3310903397534426,0.5039980944164381,-0.05033309823575949,-0.21010806117416816,0.2183135975261508,1.0,0.23935370168280465,0.07227131169248234,0.12623243231783476,-0.10228369533934857,-0.06113536143431493,-0.10246998644842405,-0.06192714770229297,-0.033877351707837705,-0.0022492450127291723,0.040434603000210664,0.005362506130231066,0.009957096936307521,0.001962254540127748,-0.0014712404940296555,-0.0017255373258688721
bt_pp_cur,0.3523935833804451,0.3052771127938474,0.14727525303507769,0.11544048570158082,0.16965225249038052,0.7589273784108816,0.027469817679334246,-0.06411627901799971,0.02921943413430356,0.07175445553277901,0.07159456499789245,0.08231797357254537,0.026736167475609692,0.78208292715835,0.16851109323706917,-0.2753779640393124,0.060837692207084154,0.16214390670067563,-0.3028632101175059,-0.06376812979376696,0.8254039918332121,0.23935370168280465,1.0,0.1074406404325956,0.03280707759661088,0.052467730498433965,0.04606157813232012,0.26963369736479076,0.16068727827648557,-0.16641599114552508,-0.12585940500179807,-0.0390330494994125,0.22067706534189296,0.1293162066155614,-0.010575103123767199,-0.10742407044971464,0.1390607979617245
bis_cur,0.0176478726715616,-0.01549682377999973,0.0830823756685833,0.004745380325752049,-0.02791736507680833,0.058861952939196355,-0.03453365700523364,0.03748419154431278,0.0063870755953451186,-0.018375282192792275,0.06506527674648184,0.0025915811849201004,0.041561038250535705,0.10288711895343355,-0.0032088897998248838,-0.07560877966538081,0.07439784167421204,-0.003683112547252602,-0.021876029738120303,0.02116455478652175,0.07379475391513053,0.07227131169248234,0.1074406404325956,1.0,0.34237864630339243,-0.13262832101037145,0.002008012596918226,-0.03587984438595382,-0.017541176770131416,-0.08985603847340688,-0.05437522020829983,0.03776820583366562,0.09479332770164867,0.0542844554115009,0.01619982442913023,-0.024085960555471256,0.04005501006724717
bis_d300,0.04198243203199209,-0.010475146758562882,0.11632935573585784,-0.0004272055456320859,-0.009811280325254525,0.046630468160589425,0.031092797236986654,-0.004057614303008623,0.004221143586814426,0.01249324008026412,0.007097009512063713,0.014764669447721918,-0.004131546726576698,0.01013182166803237,0.03103308520193443,0.015306063937836314,0.08937145330507416,0.018572380533478747,0.014161182783458157,0.024536594468425803,0.029734322630980116,0.12623243231783476,0.03280707759661088,0.34237864630339243,1.0,-0.13378015531201146,-0.1367052193062799,-0.03652135307109269,-0.09778774261280795,-0.046617267600091786,0.00044891091518010884,0.010554833535083578,-0.006525635864283814,-0.0049692016606082984,0.006812047074994557,0.008365879673960871,-0.005126442309937675
ppf_ce_cur,0.06067214919166462,0.09872403073678147,-0.08528979203701842,0.002492380115458555,0.10802267179654221,0.07742450328833894,0.05568128973678612,0.1155729174108179,0.011626215905065105,0.020705788560329574,0.03992244234760978,-0.03991962867974193,0.05692558154559866,0.03565429521778033,-0.042806150726252656,-0.09042313066388119,-0.06536394869357187,-0.02100117689955041,-0.048306987181907485,0.003328619709041477,0.08610143585923533,-0.10228369533934857,0.052467730498433965,-0.13262832101037145,-0.13378015531201146,1.0,0.2725526186932792,0.3007778431557297,0.12773186334523953,-0.13553426995577014,-0.022696089453559776,-0.03216051506633531,-0.08831467011609286,-0.12414356734450778,-0.044292728047045815,0.030409053341601235,-0.06367954495638745
ppf_ce_d300,0.01791170963633297,0.0540775571576135,-0.06344444926683278,0.03189664033247121,0.03112521736056171,0.03340733926804704,0.004980264344298901,0.0206107358786404,0.03220254652447047,-0.019162316938939387,0.029363063874530908,-0.010821980719552293,0.03928812768534527,0.03871577100081019,-0.023122709723036202,-0.0253446125043989,-0.05452732622325188,0.012040778137122793,-0.02713134714626733,-0.011264771962034584,0.0525352003308694,-0.06113536143431493,0.04606157813232012,0.002008012596918226,-0.1367052193062799,0.2725526186932792,1.0,0.13747746172166692,0.22540711448187337,-0.10699100201681512,-0.03399898275565214,0.0009222202537616158,0.0006083059234782201,0.0013005050171640473,-0.012030136781953757,-0.020277630308205577,0.0032002837264117406
rftn_ce_cur,0.19619873123782555,0.2548572108098499,-0.09842320354403125,0.058885245072907454,0.24474278202481548,0.2904842668297813,0.1447650823944997,0.04616122400714955,-0.05252499179945957,0.038035422998226535,0.0675317773815773,-0.0403204807070304,0.17275426165740718,0.08323902748713875,-0.03795611524924308,0.03667127027527204,-0.05122186570232076,-0.06662010301273333,-0.029160192664928454,0.013565483072734301,0.316050860341737,-0.10246998644842405,0.26963369736479076,-0.03587984438595382,-0.03652135307109269,0.3007778431557297,0.13747746172166692,1.0,0.24241936871844097,-0.590240530819805,-0.3455188682301663,-0.16037240400879738,-0.07201240911436815,0.07950363863777737,0.012236934688084141,-0.01883226128001584,0.01279285719959038
rftn_ce_d300,0.13551168384825799,0.23630908910259674,-0.1280339215030988,0.07714397233817365,0.13198805958465526,0.16467062669322136,0.09000213117082494,0.02461331641324126,-0.026658288476302118,0.005431805082295034,0.08035744403000533,0.017830806138974545,0.04148103192178709,0.0674877096658177,0.03175478158217866,0.011244772038186737,-0.09609371880413775,0.012774930926685317,-0.05974698494626911,-0.009653073891158987,0.15011345982661206,-0.06192714770229297,0.16068727827648557,-0.017541176770131416,-0.09778774261280795,0.12773186334523953,0.22540711448187337,0.24241936871844097,1.0,-0.05920244961129075,-0.03253695034732138,0.01338847570228185,-0.011095325826202694,0.008696461785911998,-0.004305052993322188,-0.008783966873188907,-0.0003398925711830104
mac_cur,-0.050381046945073046,-0.03625041410492354,-0.03489821294084346,0.024793059656679883,-0.048736603887724814,-0.12864815691339324,-0.016833931286677966,-0.01471071918863627,0.026858107980344683,-0.05991168595032827,-0.09241495740150493,0.004912581614465299,-0.16938240137908964,-0.06813432255255475,0.0047768485680851885,-0.01182595980053687,-0.04601422714097083,0.018945709887477447,0.010499588678168472,0.0007371505740955131,-0.21325021336652938,-0.033877351707837705,-0.16641599114552508,-0.08985603847340688,-0.046617267600091786,-0.13553426995577014,-0.10699100201681512,-0.590240530819805,-0.05920244961129075,1.0,0.367358772566462,0.17184723452437825,0.04528224849042201,-0.1442933302440365,-0.012982798546125232,0.037314268250495275,-0.008557168476656211
peep_cur,-0.026421201344893015,-0.02533450811817538,-0.004972898572802433,-0.013426564316271521,-0.007634540411390191,-0.09128260727789905,0.0027745878018951707,-0.0652546160656035,0.01040022019876066,-0.05350314543281114,-0.023127267231855982,0.02318667288336578,-0.17610170829179495,-0.05893604601038974,0.0027450017399809333,0.03846655781772127,-0.009106596116399763,0.007847955157512663,-0.028390673975613893,0.006995164329471374,-0.14450314833361838,-0.0022492450127291723,-0.12585940500179807,-0.05437522020829983,0.00044891091518010884,-0.022696089453559776,-0.03399898275565214,-0.3455188682301663,-0.03253695034732138,0.367358772566462,1.0,0.16398234456893915,0.07106611542459934,-0.1013287993285771,0.0884153112289582,0.06958015405562787,-0.018161524726338404
cvp_cur,0.07547805192220174,0.06311966149056182,0.03653536617809691,0.014019589118839425,0.04004728326531546,0.021248257636482394,0.08459705175819737,-0.046981017570052186,0.017292117071052767,-0.046516560725469475,0.028417962982275752,0.029218951826319697,-0.020092154938187858,-0.048037102341687836,0.012733940620872491,0.06940674978280187,0.02266353975229475,0.02683562015951431,-0.03728644676712,-0.005263828252596574,-0.10472465372073937,0.040434603000210664,-0.0390330494994125,0.03776820583366562,0.010554833535083578,-0.03216051506633531,0.0009222202537616158,-0.16037240400879738,0.01338847570228185,0.17184723452437825,0.16398234456893915,1.0,0.005535097680128162,0.027292662691530037,0.05587847900059947,-0.05612509462750856,-0.020759689645324878
static_age,-0.05270156783203216,-0.054774550857036856,0.010501473211594026,0.04648835344381784,-0.08342017384070709,0.04349915788816682,-0.20481250679236526,-0.0790374273645906,-0.0008468026860752049,-0.12335549997844558,-0.09405619847944698,0.007426745163397324,-0.0698977481845867,0.305825383628449,0.0037745396446100363,-0.14831113585231873,0.014297539183365343,0.0029417107128033725,0.02381793577367161,0.0011018236991352742,0.1023767887775325,0.005362506130231066,0.22067706534189296,0.09479332770164867,-0.006525635864283814,-0.08831467011609286,0.0006083059234782201,-0.07201240911436815,-0.011095325826202694,0.04528224849042201,0.07106611542459934,0.005535097680128162,1.0,0.2534821786362942,0.05710538937420558,-0.10090613907995914,0.29943660762601504
static_asa,-0.03868689603187219,-0.03726127411503686,0.010051557653475087,0.026974594461089813,-0.0577516172098923,0.041761745365516106,-0.10198667044036085,0.05081240849758277,-0.0021966661478510447,-0.043779231620708896,-0.1201016803214293,0.006847122347404058,-0.09248033920728085,0.1756714379264604,-0.001612751793074167,-0.16227816877367568,0.01806295321781497,-0.003380983197173712,-0.017464184990751995,-0.010725835651942099,0.09311826709589255,0.009957096936307521,0.1293162066155614,0.0542844554115009,-0.0049692016606082984,-0.12414356734450778,0.0013005050171640473,0.07950363863777737,0.008696461785911998,-0.1442933302440365,-0.1013287993285771,0.027292662691530037,0.2534821786362942,1.0,-0.03477909299756244,-0.28996722887183546,0.31117203588627274
static_bmi,0.015597300412985677,0.015284953690400593,-0.003037193564240351,-0.013331623008860663,0.026677709376470047,0.02182667462807508,0.05179263978868362,-0.10298059342614524,-3.465824759173453e-05,-0.1866934739891805,0.07426250829522493,-0.009131112271752664,0.09689723005881787,-0.0451289012953581,0.0031169928050630243,0.09422228984628102,-0.005610654855506801,0.00016639273268182714,-0.02643900431677027,0.0010355783832401973,-0.030514947965870853,0.001962254540127748,-0.010575103123767199,0.01619982442913023,0.006812047074994557,-0.044292728047045815,-0.012030136781953757,0.012236934688084141,-0.004305052993322188,-0.012982798546125232,0.0884153112289582,0.05587847900059947,0.05710538937420558,-0.03477909299756244,1.0,0.24401386119955926,0.15539493251153969
preop_hb,0.07819774203045887,0.07728547068029493,-0.005941211477086607,-0.019391247921960043,0.08134626181418551,0.011574094685978375,0.1563955802618697,-0.07225776636879432,0.005280845464091145,-0.13477310969497078,0.12786635389703613,-0.00809462466428618,0.15027236887886827,-0.20849195439827709,0.009834489142600948,0.22364346862817258,-0.018810227746938555,0.008920605655612255,0.026980973970655235,0.004200755590754077,-0.09767947010269687,-0.0014712404940296555,-0.10742407044971464,-0.024085960555471256,0.008365879673960871,0.030409053341601235,-0.020277630308205577,-0.01883226128001584,-0.008783966873188907,0.037314268250495275,0.06958015405562787,-0.05612509462750856,-0.10090613907995914,-0.28996722887183546,0.24401386119955926,1.0,-0.05610273479426999
preop_htn,-0.01895131368212533,-0.01805673091769124,-0.001689531133617005,-0.0046133629633978105,-0.020652721038230022,0.06520572799042688,-0.08654229039145875,-0.05083031417405238,0.003171186891085826,-0.06470316962487067,-0.04895687702611392,0.006377172260329953,-0.050386654670492866,0.176185711083669,0.007049439462088067,-0.09350865070387032,-0.0038700600399795915,0.003548367683578537,-0.04094822872590377,-0.003423059210931278,0.08303014971801152,-0.0017255373258688721,0.1390607979617245,0.04005501006724717,-0.005126442309937675,-0.06367954495638745,0.0032002837264117406,0.01279285719959038,-0.0003398925711830104,-0.008557168476656211,-0.018161524726338404,-0.020759689645324878,0.29943660762601504,0.31117203588627274,0.15539493251153969,-0.05610273479426999,1.0
